id,name,weekly-hour,max-quota,priority,branches
6dd97fd3-4e5b-4e4e-8f32-9ca4585242d8,MAT 496,0,5,5,
14d10052-c12b-48ca-952b-37b91bcd093f,MAT 495,0,5,4,
7c9281ea-9ffa-4406-abc8-e120ffe88b6b,ULU 598,0,5,6,
d0e8218c-2eba-45eb-b1e9-1eed75f631e4,ULU 599,0,25,5,
25a37cfd-6ad8-4d20-a906-a0608c1a257c,İŞL 593,0,30,19,
e1f3e042-c03a-4fea-9bc5-7e166f920e14,MAK 598,0,5,23,
2d3d752d-994f-49f4-bef4-4d237d9322b6,MNT 699,0,10,8,
8e7cefba-e361-48a1-91f4-61b6d967c0ee,TIP 516,0,5,31,
e2f46022-e072-4a66-a872-da713de19c4b,TIP 611,0,5,42,
2aa4d91c-1565-4c64-b5e0-7ed3142f4bd0,TIP 606,0,10,38,
091358ed-a93e-498e-beaa-e099f492a7f8,TIP 502,0,5,24,
3d23387f-b0dd-4b6d-ae39-7bc943954cfd,TIP 507,0,5,27,
39e55f75-d347-4f21-a6a9-6e7594829153,TIP 602,0,10,37,
945fafa3-35f8-47a7-85a1-8d0e6ff47caa,TIP 503,0,5,25,
a648dceb-baac-4e84-a6ea-6792dbd4cc00,ALM 003,4,220,45,
a54dc703-6c26-457d-b1d5-deb7369396c4,ELE 597,0,10,24,
f900f13b-74b6-4b4d-a6f5-2970b0454b02,İŞL 592,0,5,21,
f52a7210-21f9-4506-928f-e45183aafd8f,İŞL 591,0,10,20,
41641869-ccc3-41ea-874f-3b48530cb8ea,TSR 598,0,15,4,
5eb980a9-1784-4b23-a40f-20d42b1a6ea2,BİL 699,0,15,32,
26b53156-bf76-4d39-8099-b4f777ebe192,BİL 598,0,10,29,
c8df81f1-165a-4df2-bb4b-ef368da1a14a,BİL 599,0,15,30,
616c671f-4383-4379-9c1f-e92df099434c,BİL 071,4,10,22,
5c16c7a6-348c-450f-bbff-dd5ebf97c177,MAK 499,0,5,15,
77917769-3c5c-47a7-b472-4ef74349f7e9,MAK 697,0,5,26,
4473267f-2d4c-453d-8a4a-33f948283f83,MAK 698,0,10,25,
ff06f46e-d379-436f-a49f-76b02116463a,TIP 406,0,55,9,
3d0b8825-b2c8-440a-b09b-907aa3b7fea3,TIP 206,0,50,6,
2c561fcc-390e-4d91-92c1-ce7777990eb4,TIP 205,0,50,5,
00cabf35-b80f-4b09-83e0-131c7b3fd71d,ELE 573,3,40,21,
10433d3f-e008-4209-ba91-08b14ec204ec,ELE 499,0,5,15,
2e2d5241-eca9-4066-a1bc-02f28bba2fc0,BMM 445,0,30,8,
ec030317-cccb-417a-8949-d29b8a84b60e,İKT 233,0,45,8,
0c1bd5e0-dd57-490a-ae51-05fc862c09d5,ELE 699,0,30,23,
d3f1a772-7d0a-4128-940c-8615a9bc5d2e,ELE 598,0,10,25,
7e376598-4ac0-4a93-a966-1e688506590d,ELE 599,0,45,22,
ff80d085-8eed-4927-9644-91c6c5982719,BİL 051,4,5,23,
7ca555ea-7dc2-4ce7-8998-3d0ef17f8eb3,BİL 697,0,5,31,
1ec9edea-0888-4f4a-bd3e-820d46275c7d,BİL 597,0,20,28,
e3fc1686-9bec-4bfb-85d4-05ae6e53de2e,BİL 588,0,35,27,
03a01489-afc0-4f85-a808-81aa02cbfc69,MAK 597,0,20,22,
07d8fc92-f1fd-4dc4-9972-7cd4c333af19,MAK 599,0,45,21,
d34bcb66-31c8-42b8-b070-b4f088a0e6ae,MAK 699,0,25,24,
2937313a-d951-468e-92aa-60c9a77261ca,TIP 401,0,20,12,
062a9e50-5c9c-4fc2-a578-635a9781e91f,TIP 403,0,20,13,
986ba611-3c01-4f83-9048-1e58926cd166,TIP 404,0,5,14,
40fd64ec-24fa-4b87-9ddd-a15d8bcb634b,TIP 405,0,35,10,
71c881d7-d03c-4b90-8fea-a14716754003,TIP 305,0,45,8,
4d0680ec-3057-4cfc-a739-f5d14b8e42d5,TIP 303,0,45,7,
6a459b80-6345-407a-a48e-46d1f84563c2,TIP 402,0,25,11,
5e1f8696-dfdd-4a65-86ac-7ce212d75b63,TIP 504,0,35,15,
3873ad77-648d-4dab-8c7c-27f915d34aa1,İKT 590,0,10,16,
679454f6-4453-49e5-9dec-6f39f8281f03,İKT 598,0,5,17,
2f00e668-b9a0-4d2a-aecf-0dd8455709db,İKT 599,0,5,18,
bd3a4c06-c562-4716-9424-082be93a746a,İKT 690,0,5,20,
33d50ff9-e742-4898-b3d3-fac79ff10b66,İKT 699,0,10,19,
21bae03b-e839-48ef-ac4c-9c6eea33c9e2,RHZ 002,0,5,3,
77a1be92-a0cc-441f-8fc6-fd80fd5b79b7,KLT 003R,0,5,3,
db4fdbf1-b452-4150-bf60-76324c02efc8,MLT 602,0,5,3,
79218d34-6f44-403e-ad97-867bfeecd969,MNT 506,4,35,4,
12953167-6450-43e4-b5cf-eab148ffd20b,END 598,0,5,13,
000df704-290f-49ff-8292-f7b67748f606,END 599,0,30,11,
182111ef-9688-42d8-9ab2-611e7afe9845,END 597,0,15,12,
28202a22-c73a-4fa9-9ca5-7396249333b4,TDE 221,0,35,4,
ec2d7329-68f4-4654-b214-84f566cc4717,TDE 541,0,15,14,
4d178c72-a0ec-4f7f-981e-d2697af720e2,HUK 547,0,5,24,
55a40bcc-6bf2-4329-a7b5-19027d00e533,ELE 498,0,5,14,
2d5f9ef8-4026-477f-8dab-b12fd1abad8a,TIP 505,0,35,16,
27043696-3465-4dd6-84ab-952d6a3a38a3,TIP 511,0,5,30,
40b86617-3bfa-4181-a2bb-a1348005c1d2,TIP 508,0,20,20,
f2f7cb7c-9b00-4c84-9abe-8506805e4ea0,TIP 515,0,35,18,
e2833479-51f3-42e1-bb77-efe52e6ceaff,TIP 603,0,15,33,
e5eda474-1d16-4c40-a039-e6de24f0e545,TIP 601,0,15,32,
44e12e90-dd05-4412-97e5-583290114504,TIP 510,0,5,29,
d70d43ce-77fc-433c-98ce-f82f2fab652e,TIP 509,0,5,28,
ad151dc6-1090-424c-9a08-90d93fefcbc6,TIP 605,0,15,34,
